DW_CustomerID,Country,Year of birth,Continent,Gender,Age,Age_Group
5524,United States,1970,America,M,54,41-60
5525,United States,1989,America,M,35,31-40
5526,Germany,2005,Europe,M,19,19-30
5527,Belgium,1999,Europe,M,25,19-30
5528,Israel,1975,Europe,F,49,41-60
5529,United Kingdom,1963,Europe,M,61,60+
5530,Canada,1999,America,M,25,19-30
5531,United Kingdom,1949,Europe,F,75,60+
5534,United States,1964,America,F,60,41-60
5536,Canada,1958,America,F,66,60+
5537,Spain,1960,Europe,M,64,60+
5541,Switzerland,2002,Europe,M,22,19-30
5542,Norway,1989,Europe,M,35,31-40
5546,Netherlands,1949,Europe,F,75,60+
5548,Belgium,1962,Europe,M,62,60+
5549,Germany,2008,Europe,M,16,0-18
5551,Switzerland,1994,Europe,F,30,19-30
5552,Canada,1994,America,M,30,19-30
5553,Israel,2001,Europe,M,23,19-30
5554,United Kingdom,1974,Europe,M,50,41-60
5556,Israel,1947,Europe,M,77,60+
5557,France,2005,Europe,M,19,19-30
5559,United Kingdom,2002,Europe,F,22,19-30
5560,Canada,2004,America,M,20,19-30
5561,United Kingdom,1987,Europe,M,37,31-40
5563,Finland,1961,Europe,M,63,60+
5564,Canada,1945,America,F,79,60+
5568,Germany,1959,Europe,M,65,60+
5569,Belgium,1970,Europe,M,54,41-60
5571,Finland,1950,Europe,M,74,60+
5572,Canada,1948,America,F,76,60+
5573,Sweden,1950,Europe,M,74,60+
5574,United States,1941,America,F,83,60+
5575,Germany,2009,Europe,F,15,0-18
5576,United Kingdom,1947,Europe,F,77,60+
5577,United Kingdom,1951,Europe,M,73,60+
5578,Canada,1970,America,M,54,41-60
5579,France,1964,Europe,F,60,41-60
5580,Switzerland,1951,Europe,F,73,60+
5581,United States,1971,America,F,53,41-60
5582,Switzerland,1976,Europe,M,48,41-60
5583,United Kingdom,1984,Europe,F,40,31-40
5585,Canada,1987,America,M,37,31-40
5587,United Kingdom,1948,Europe,M,76,60+
5589,Canada,1968,America,M,56,41-60
5590,United States,1999,America,F,25,19-30
5591,United Kingdom,1966,Europe,M,58,41-60
5592,United Kingdom,1991,Europe,F,33,31-40
5593,United Kingdom,1950,Europe,F,74,60+
5595,Canada,1959,America,F,65,60+
5600,Netherlands,1973,Europe,F,51,41-60
5602,Spain,1958,Europe,M,66,60+
5605,United States,1965,America,F,59,41-60
5606,United States,2000,America,M,24,19-30
5610,United Kingdom,1960,Europe,F,64,60+
5611,Italy,1971,Europe,F,53,41-60
5614,Finland,1992,Europe,F,32,31-40
5616,Belgium,1950,Europe,M,74,60+
5618,Italy,1989,Europe,F,35,31-40
5620,Finland,1989,Europe,F,35,31-40
5621,France,2003,Europe,F,21,19-30
5622,United States,1942,America,M,82,60+
5626,Switzerland,1962,Europe,F,62,60+
5628,Finland,1949,Europe,F,75,60+
5629,Israel,1971,Europe,M,53,41-60
5631,United States,1948,America,F,76,60+
5633,Germany,1973,Europe,F,51,41-60
5634,France,1946,Europe,F,78,60+
5636,United Kingdom,1974,Europe,F,50,41-60
5637,Belgium,1959,Europe,F,65,60+
5638,Norway,1999,Europe,M,25,19-30
5639,Belgium,1972,Europe,M,52,41-60
5642,Spain,1951,Europe,M,73,60+
5644,Italy,1971,Europe,M,53,41-60
5645,United States,1990,America,M,34,31-40
5646,Finland,1998,Europe,M,26,19-30
5647,United Kingdom,1950,Europe,F,74,60+
5648,Norway,1968,Europe,F,56,41-60
5649,United Kingdom,2001,Europe,F,23,19-30
5650,Israel,1959,Europe,F,65,60+
5651,United Kingdom,1945,Europe,M,79,60+
5652,United Kingdom,2004,Europe,F,20,19-30
5655,Belgium,2002,Europe,F,22,19-30
5657,France,1983,Europe,F,41,41-60
5658,Canada,1983,America,F,41,41-60
5659,Canada,1973,America,F,51,41-60
5661,Norway,1963,Europe,F,61,60+
5662,Italy,1947,Europe,F,77,60+
5664,United Kingdom,1998,Europe,F,26,19-30
5666,United Kingdom,1984,Europe,M,40,31-40
5667,Israel,1965,Europe,F,59,41-60
5669,Canada,1950,America,F,74,60+
5670,Germany,2000,Europe,M,24,19-30
5671,Canada,1962,America,M,62,60+
5673,Finland,1945,Europe,F,79,60+
5674,Spain,1952,Europe,M,72,60+
5675,Canada,1971,America,F,53,41-60
5676,United Kingdom,2000,Europe,M,24,19-30
5677,Sweden,1956,Europe,F,68,60+
5681,Switzerland,1943,Europe,F,81,60+
5682,Norway,1963,Europe,M,61,60+
5683,Germany,1959,Europe,M,65,60+
5686,United States,1946,America,M,78,60+
5688,Canada,2006,America,M,18,0-18
5690,Switzerland,2005,Europe,M,19,19-30
5691,Canada,1948,America,F,76,60+
5692,Germany,1967,Europe,F,57,41-60
5695,Denmark,1970,Europe,F,54,41-60
5696,United States,1964,America,M,60,41-60
5697,Sweden,1989,Europe,M,35,31-40
5699,Finland,1995,Europe,M,29,19-30
5701,Belgium,1954,Europe,F,70,60+
5702,Switzerland,2005,Europe,F,19,19-30
5706,Canada,1958,America,F,66,60+
5707,United States,1948,America,F,76,60+
5708,Canada,2000,America,M,24,19-30
5715,Italy,1945,Europe,F,79,60+
5719,Canada,1996,America,F,28,19-30
5720,United Kingdom,1988,Europe,F,36,31-40
5725,Finland,1968,Europe,F,56,41-60
5726,Switzerland,1952,Europe,M,72,60+
5728,Belgium,1998,Europe,M,26,19-30
5730,Finland,1958,Europe,F,66,60+
5731,Canada,1962,America,M,62,60+
5732,United States,1948,America,M,76,60+
5736,Canada,1958,America,M,66,60+
5738,Germany,1964,Europe,M,60,41-60
5739,United States,1971,America,M,53,41-60
5740,Finland,1988,Europe,F,36,31-40
5741,France,1951,Europe,F,73,60+
5743,United States,2006,America,M,18,0-18
5744,United States,1958,America,M,66,60+
5745,Spain,1949,Europe,M,75,60+
5746,United States,1951,America,M,73,60+
5747,Finland,1960,Europe,F,64,60+
5752,United States,1972,America,M,52,41-60
5753,United States,1965,America,F,59,41-60
5754,Israel,1974,Europe,F,50,41-60
5755,Finland,1963,Europe,M,61,60+
5757,Canada,1947,America,F,77,60+
5758,Netherlands,1962,Europe,F,62,60+
5760,Finland,1963,Europe,F,61,60+
5764,Finland,1973,Europe,F,51,41-60
5765,Sweden,1959,Europe,M,65,60+
5768,United States,1972,America,M,52,41-60
5769,United States,1947,America,M,77,60+
5773,Sweden,1945,Europe,M,79,60+
5774,Finland,1947,Europe,F,77,60+
5777,Spain,1968,Europe,F,56,41-60
5778,Belgium,1945,Europe,M,79,60+
5780,United States,1962,America,M,62,60+
5781,Canada,1951,America,M,73,60+
5782,Italy,1969,Europe,M,55,41-60
5783,United Kingdom,2004,Europe,F,20,19-30
5784,United Kingdom,1945,Europe,M,79,60+
5785,Canada,1958,America,F,66,60+
5789,Denmark,2000,Europe,F,24,19-30
5790,Denmark,1990,Europe,F,34,31-40
5794,Belgium,1971,Europe,M,53,41-60
5795,Italy,1947,Europe,F,77,60+
5796,United States,1970,America,M,54,41-60
5797,United Kingdom,1951,Europe,F,73,60+
5799,Switzerland,1977,Europe,F,47,41-60
5800,United States,1970,America,F,54,41-60
5801,Italy,1950,Europe,F,74,60+
5802,Spain,1945,Europe,F,79,60+
5803,Sweden,1965,Europe,F,59,41-60
5804,United States,1961,America,M,63,60+
5805,Norway,1960,Europe,F,64,60+
5807,Finland,1999,Europe,M,25,19-30
5809,United Kingdom,2002,Europe,M,22,19-30
5811,Canada,1944,America,F,80,60+
5814,Switzerland,2002,Europe,M,22,19-30
5816,United Kingdom,1983,Europe,F,41,41-60
5817,Canada,1966,America,F,58,41-60
5818,United Kingdom,1945,Europe,F,79,60+
5819,Denmark,1946,Europe,M,78,60+
5820,Finland,1964,Europe,F,60,41-60
5822,United States,1998,America,F,26,19-30
5823,Finland,2001,Europe,F,23,19-30
5827,Canada,1956,America,F,68,60+
5828,Canada,1948,America,M,76,60+
5829,Netherlands,1968,Europe,F,56,41-60
5830,Canada,1966,America,F,58,41-60
5834,Italy,1947,Europe,M,77,60+
5836,Netherlands,1964,Europe,M,60,41-60
5839,Israel,1946,Europe,F,78,60+
5840,United States,1974,America,M,50,41-60
5842,United States,1980,America,F,44,41-60
5844,Canada,1943,America,M,81,60+
5846,Finland,1954,Europe,F,70,60+
5847,Germany,1949,Europe,F,75,60+
5849,United States,1976,America,F,48,41-60
5850,United Kingdom,1981,Europe,F,43,41-60
5852,Italy,1967,Europe,F,57,41-60
5854,France,2003,Europe,F,21,19-30
5855,Israel,1972,Europe,M,52,41-60
5856,Canada,1967,America,F,57,41-60
5857,Germany,1971,Europe,M,53,41-60
5859,Switzerland,1950,Europe,F,74,60+
5860,United Kingdom,1999,Europe,M,25,19-30
5862,Germany,1965,Europe,M,59,41-60
5863,Canada,1965,America,F,59,41-60
5864,United States,2001,America,F,23,19-30
5865,Finland,1971,Europe,M,53,41-60
5866,United Kingdom,1973,Europe,F,51,41-60
5868,Canada,1996,America,M,28,19-30
5869,Canada,1949,America,F,75,60+
5870,United States,2005,America,M,19,19-30
5872,Norway,1963,Europe,F,61,60+
5873,United States,1965,America,F,59,41-60
5874,Sweden,1965,Europe,F,59,41-60
5877,Finland,1999,Europe,F,25,19-30
5881,Switzerland,1989,Europe,F,35,31-40
5882,United Kingdom,2001,Europe,F,23,19-30
5883,France,1956,Europe,M,68,60+
5884,Canada,1945,America,F,79,60+
5885,Canada,1971,America,M,53,41-60
5886,United States,1965,America,F,59,41-60
5887,United Kingdom,2002,Europe,M,22,19-30
5888,Canada,1952,America,F,72,60+
5890,United Kingdom,2000,Europe,F,24,19-30
5891,United States,1953,America,F,71,60+
5892,United States,1949,America,M,75,60+
5895,Italy,1972,Europe,F,52,41-60
5896,Canada,1956,America,M,68,60+
5898,Finland,1969,Europe,F,55,41-60
5899,Canada,1969,America,M,55,41-60
5903,Canada,2002,America,F,22,19-30
5905,United States,1972,America,F,52,41-60
5907,Germany,1998,Europe,M,26,19-30
5908,Finland,1961,Europe,F,63,60+
5909,Finland,1974,Europe,F,50,41-60
5910,United Kingdom,1969,Europe,F,55,41-60
5911,United States,1951,America,M,73,60+
5912,Finland,1969,Europe,M,55,41-60
5913,United Kingdom,1964,Europe,F,60,41-60
5914,Finland,1985,Europe,M,39,31-40
5915,Sweden,1997,Europe,F,27,19-30
5916,Israel,1946,Europe,F,78,60+
5917,Israel,1949,Europe,F,75,60+
5919,United States,1959,America,F,65,60+
5924,Finland,1961,Europe,F,63,60+
5928,United Kingdom,1985,Europe,F,39,31-40
5929,Denmark,2007,Europe,M,17,0-18
5931,United Kingdom,1945,Europe,M,79,60+
5932,Finland,1946,Europe,M,78,60+
5933,United Kingdom,1965,Europe,M,59,41-60
5935,Spain,1961,Europe,F,63,60+
5937,Canada,2005,America,M,19,19-30
5940,Norway,1998,Europe,F,26,19-30
5941,Italy,1958,Europe,F,66,60+
5943,Netherlands,1942,Europe,F,82,60+
5944,Canada,2006,America,F,18,0-18
5946,Canada,1974,America,F,50,41-60
5950,United Kingdom,1953,Europe,F,71,60+
5951,France,1949,Europe,F,75,60+
5953,Germany,2007,Europe,F,17,0-18
5954,Canada,1972,America,F,52,41-60
5956,United States,1973,America,M,51,41-60
5957,Denmark,1950,Europe,F,74,60+
5958,Italy,2005,Europe,F,19,19-30
5959,Finland,1959,Europe,M,65,60+
5963,United Kingdom,1970,Europe,F,54,41-60
5965,United States,1973,America,F,51,41-60
5966,Canada,1994,America,M,30,19-30
5967,Israel,1974,Europe,F,50,41-60
5968,Finland,1949,Europe,F,75,60+
5969,Canada,1998,America,F,26,19-30
5970,Israel,1981,Europe,M,43,41-60
5972,Canada,1958,America,F,66,60+
5975,Canada,1951,America,F,73,60+
5976,Denmark,2003,Europe,F,21,19-30
5977,United States,1976,America,F,48,41-60
5982,Finland,1966,Europe,M,58,41-60
5984,United States,1998,America,M,26,19-30
5987,Italy,1963,Europe,F,61,60+
5988,United Kingdom,2003,Europe,M,21,19-30
5989,United States,1978,America,M,46,41-60
5990,United States,1951,America,M,73,60+
5992,Finland,1955,Europe,M,69,60+
5993,United States,2003,America,F,21,19-30
5997,United States,2000,America,F,24,19-30
5998,United States,1982,America,M,42,41-60
5999,Norway,1951,Europe,F,73,60+
6000,United States,1949,America,M,75,60+
6002,United States,1947,America,M,77,60+
6003,United States,1942,America,F,82,60+
6005,Belgium,2004,Europe,M,20,19-30
6007,Netherlands,2003,Europe,F,21,19-30
6008,Israel,1986,Europe,M,38,31-40
6010,France,1966,Europe,F,58,41-60
6012,Canada,1993,America,F,31,31-40
6014,United States,1984,America,F,40,31-40
6016,Finland,1947,Europe,M,77,60+
6017,United States,1977,America,F,47,41-60
6020,United States,1982,America,F,42,41-60
6021,United Kingdom,1986,Europe,F,38,31-40
6023,United States,1967,America,F,57,41-60
6024,United States,1949,America,M,75,60+
6026,Finland,2003,Europe,M,21,19-30
6027,Switzerland,1959,Europe,M,65,60+
6032,Canada,1961,America,M,63,60+
6033,Canada,1959,America,F,65,60+
6035,United Kingdom,1960,Europe,F,64,60+
6036,United States,1992,America,F,32,31-40
6038,United Kingdom,1988,Europe,M,36,31-40
6039,Germany,1991,Europe,F,33,31-40
6040,Spain,1970,Europe,F,54,41-60
6042,Canada,2008,America,F,16,0-18
6043,Italy,1966,Europe,M,58,41-60
6044,Finland,1951,Europe,F,73,60+
6046,Canada,2002,America,F,22,19-30
6047,Norway,1959,Europe,F,65,60+
6049,Canada,1959,America,F,65,60+
6051,Sweden,1999,Europe,M,25,19-30
6055,Italy,2006,Europe,F,18,0-18
6056,Finland,1946,Europe,M,78,60+
6058,Canada,2006,America,M,18,0-18
6059,Denmark,1958,Europe,F,66,60+
6063,Italy,1946,Europe,M,78,60+
6065,Israel,1951,Europe,M,73,60+
6068,United Kingdom,1960,Europe,M,64,60+
6069,France,1971,Europe,F,53,41-60
6070,Canada,1962,America,F,62,60+
6075,Canada,1958,America,F,66,60+
6077,United States,1972,America,M,52,41-60
6079,Canada,1960,America,F,64,60+
6080,Canada,1962,America,F,62,60+
6082,United Kingdom,1949,Europe,M,75,60+
6085,Italy,1947,Europe,M,77,60+
6086,United States,1964,America,M,60,41-60
6088,Canada,1971,America,F,53,41-60
6089,Switzerland,1968,Europe,F,56,41-60
6090,Norway,1996,Europe,F,28,19-30
6091,United Kingdom,1975,Europe,F,49,41-60
6092,Canada,1964,America,F,60,41-60
6095,Belgium,1945,Europe,F,79,60+
6100,United States,1958,America,F,66,60+
6101,Canada,1969,America,M,55,41-60
6102,Belgium,1964,Europe,F,60,41-60
6106,Finland,1968,Europe,M,56,41-60
6107,Switzerland,1989,Europe,M,35,31-40
6108,Finland,1956,Europe,M,68,60+
6111,Finland,1961,Europe,F,63,60+
6112,United States,1998,America,F,26,19-30
6115,United States,2008,America,M,16,0-18
6118,Canada,1948,America,M,76,60+
6119,Israel,1979,Europe,M,45,41-60
6120,United States,1988,America,F,36,31-40
6121,Germany,1973,Europe,F,51,41-60
6122,Canada,1947,America,F,77,60+
6123,Canada,1973,America,M,51,41-60
6124,United Kingdom,1985,Europe,F,39,31-40
6125,Canada,1945,America,F,79,60+
6126,Spain,1979,Europe,F,45,41-60
6127,Canada,1958,America,M,66,60+
6130,Canada,2009,America,F,15,0-18
6131,Canada,1959,America,M,65,60+
6134,France,1962,Europe,M,62,60+
6136,Netherlands,1962,Europe,F,62,60+
6137,Finland,1949,Europe,F,75,60+
6138,Belgium,1949,Europe,M,75,60+
6139,United States,1959,America,F,65,60+
6141,Canada,1950,America,F,74,60+
6142,United States,1962,America,F,62,60+
6143,Canada,1986,America,M,38,31-40
6144,Canada,1960,America,F,64,60+
6145,Spain,1977,Europe,F,47,41-60
6147,United Kingdom,1983,Europe,F,41,41-60
6148,Italy,1948,Europe,F,76,60+
6149,United States,1970,America,F,54,41-60
6150,Germany,2000,Europe,M,24,19-30
6151,United Kingdom,1941,Europe,F,83,60+
6153,Canada,1998,America,F,26,19-30
6154,France,1984,Europe,M,40,31-40
6156,Finland,1950,Europe,M,74,60+
6161,Denmark,1965,Europe,F,59,41-60
6162,Canada,1951,America,M,73,60+
6163,United Kingdom,1994,Europe,M,30,19-30
6164,Finland,1962,Europe,F,62,60+
6169,Italy,1992,Europe,F,32,31-40
6170,United Kingdom,2006,Europe,F,18,0-18
6173,Belgium,1948,Europe,M,76,60+
6174,United States,1959,America,F,65,60+
6177,United Kingdom,1967,Europe,F,57,41-60
6180,United Kingdom,1946,Europe,F,78,60+
6181,France,1983,Europe,M,41,41-60
6182,Switzerland,1968,Europe,F,56,41-60
6183,France,1945,Europe,M,79,60+
6184,United Kingdom,1967,Europe,F,57,41-60
6186,Belgium,1996,Europe,F,28,19-30
6189,United States,1958,America,F,66,60+
6190,Finland,1961,Europe,M,63,60+
6192,United States,1965,America,F,59,41-60
6193,United States,2000,America,M,24,19-30
6194,Canada,1970,America,F,54,41-60
6195,United Kingdom,1948,Europe,F,76,60+
6196,Finland,1949,Europe,M,75,60+
6201,Switzerland,1966,Europe,F,58,41-60
6202,Canada,1946,America,M,78,60+
6203,United Kingdom,1955,Europe,F,69,60+
6207,France,1945,Europe,F,79,60+
6208,Norway,1945,Europe,F,79,60+
6209,United Kingdom,1950,Europe,F,74,60+
6210,United States,1965,America,M,59,41-60
6211,United Kingdom,1970,Europe,F,54,41-60
6213,United Kingdom,1963,Europe,F,61,60+
6214,Belgium,1947,Europe,F,77,60+
6215,France,1955,Europe,M,69,60+
6216,Finland,1947,Europe,F,77,60+
6217,Canada,1968,America,M,56,41-60
6218,Belgium,1983,Europe,F,41,41-60
6219,Canada,1968,America,M,56,41-60
6220,Canada,1948,America,F,76,60+
6224,United Kingdom,1968,Europe,M,56,41-60
6230,Norway,1961,Europe,F,63,60+
6232,Belgium,1946,Europe,F,78,60+
6234,Canada,2008,America,F,16,0-18
6235,Canada,1980,America,M,44,41-60
6236,Germany,1965,Europe,M,59,41-60
6237,Spain,1989,Europe,M,35,31-40
6238,Finland,1955,Europe,M,69,60+
6239,United States,1962,America,F,62,60+
6240,United States,1950,America,F,74,60+
6241,United Kingdom,1983,Europe,F,41,41-60
6242,Canada,1951,America,M,73,60+
6243,United States,1959,America,M,65,60+
6244,Italy,1946,Europe,F,78,60+
6245,United States,1955,America,F,69,60+
6246,Netherlands,1950,Europe,M,74,60+
6248,United States,1963,America,M,61,60+
6249,United Kingdom,1974,Europe,M,50,41-60
6252,Finland,1950,Europe,M,74,60+
6253,Israel,1970,Europe,F,54,41-60
6256,Canada,2007,America,M,17,0-18
6257,Switzerland,1963,Europe,M,61,60+
6258,Canada,1948,America,F,76,60+
6260,United Kingdom,2009,Europe,F,15,0-18
6262,United Kingdom,2002,Europe,F,22,19-30
6263,United Kingdom,1949,Europe,M,75,60+
6264,Canada,1967,America,F,57,41-60
6268,Germany,1960,Europe,F,64,60+
6269,Spain,1972,Europe,F,52,41-60
6272,United States,1968,America,M,56,41-60
6274,United Kingdom,1945,Europe,F,79,60+
6276,United Kingdom,1970,Europe,F,54,41-60
6281,Finland,1961,Europe,F,63,60+
6284,Finland,1964,Europe,M,60,41-60
6285,United States,1968,America,F,56,41-60
6286,United States,1969,America,F,55,41-60
6287,Israel,1998,Europe,F,26,19-30
6288,Canada,1946,America,F,78,60+
6290,Israel,1998,Europe,M,26,19-30
6291,Sweden,1947,Europe,M,77,60+
6294,Sweden,1981,Europe,F,43,41-60
6297,Finland,2002,Europe,F,22,19-30
6301,United Kingdom,2007,Europe,F,17,0-18
6302,Finland,1999,Europe,M,25,19-30
6303,United Kingdom,1974,Europe,M,50,41-60
6305,Israel,2009,Europe,F,15,0-18
6307,Spain,2000,Europe,M,24,19-30
6309,Norway,2006,Europe,F,18,0-18
6310,Sweden,1971,Europe,F,53,41-60
6311,Finland,1988,Europe,F,36,31-40
6313,Canada,1966,America,F,58,41-60
6314,United States,1950,America,F,74,60+
6315,Norway,1978,Europe,F,46,41-60
6316,Canada,1952,America,M,72,60+
6318,Canada,1945,America,M,79,60+
6320,Norway,1945,Europe,F,79,60+
6322,Sweden,1961,Europe,F,63,60+
6323,Canada,1944,America,M,80,60+
6326,United States,1999,America,M,25,19-30
6327,United Kingdom,1989,Europe,F,35,31-40
6328,Switzerland,1989,Europe,M,35,31-40
6330,Canada,1970,America,M,54,41-60
6331,Canada,2007,America,M,17,0-18
6332,Spain,1945,Europe,F,79,60+
6333,United Kingdom,1984,Europe,F,40,31-40
6335,France,1948,Europe,F,76,60+
6338,Denmark,2002,Europe,M,22,19-30
6339,Spain,1982,Europe,F,42,41-60
6340,Switzerland,1970,Europe,M,54,41-60
6342,Sweden,1946,Europe,F,78,60+
6344,United States,1998,America,F,26,19-30
6345,United Kingdom,1965,Europe,M,59,41-60
6347,United Kingdom,1963,Europe,F,61,60+
6348,Canada,1970,America,M,54,41-60
6349,Germany,1951,Europe,M,73,60+
6350,United States,1950,America,F,74,60+
6351,France,1999,Europe,F,25,19-30
6353,Spain,1959,Europe,F,65,60+
6357,Canada,1959,America,M,65,60+
6358,United Kingdom,2003,Europe,F,21,19-30
6359,Norway,1973,Europe,F,51,41-60
6363,Norway,2006,Europe,F,18,0-18
6364,Germany,1962,Europe,F,62,60+
6365,Canada,1950,America,M,74,60+
6366,Canada,1968,America,F,56,41-60
6367,United Kingdom,1971,Europe,F,53,41-60
6368,United States,2002,America,F,22,19-30
6369,Belgium,1995,Europe,M,29,19-30
6371,United States,1946,America,M,78,60+
6373,United States,1949,America,F,75,60+
6374,France,1945,Europe,F,79,60+
6375,Canada,1970,America,F,54,41-60
6376,United States,1946,America,M,78,60+
6378,United States,1999,America,F,25,19-30
6379,Spain,1949,Europe,F,75,60+
6380,Italy,1965,Europe,M,59,41-60
6381,Finland,1977,Europe,F,47,41-60
6382,United States,2007,America,M,17,0-18
6383,Canada,1987,America,F,37,31-40
6386,United Kingdom,1995,Europe,F,29,19-30
6387,Italy,2007,Europe,M,17,0-18
6388,United Kingdom,1945,Europe,F,79,60+
6390,Italy,2001,Europe,M,23,19-30
6393,Finland,1991,Europe,F,33,31-40
6395,Italy,1961,Europe,F,63,60+
6396,Finland,1995,Europe,F,29,19-30
6398,Finland,1962,Europe,M,62,60+
6402,United Kingdom,1969,Europe,F,55,41-60
6404,France,2007,Europe,F,17,0-18
6405,Finland,1951,Europe,M,73,60+
6406,Netherlands,1950,Europe,F,74,60+
6408,Denmark,1949,Europe,M,75,60+
6409,Canada,1949,America,F,75,60+
6410,Israel,1958,Europe,M,66,60+
6412,Denmark,1998,Europe,F,26,19-30
6414,United States,1999,America,F,25,19-30
6415,Spain,1966,Europe,M,58,41-60
6416,Norway,1942,Europe,M,82,60+
6417,United Kingdom,1948,Europe,F,76,60+
6418,Germany,1982,Europe,M,42,41-60
6419,United States,1948,America,M,76,60+
6420,Denmark,1987,Europe,M,37,31-40
6422,Canada,1966,America,F,58,41-60
6423,Netherlands,1962,Europe,M,62,60+
6430,Finland,1967,Europe,M,57,41-60
6431,Germany,1972,Europe,F,52,41-60
6432,Italy,1964,Europe,F,60,41-60
6435,Canada,1967,America,M,57,41-60
6436,Denmark,2001,Europe,F,23,19-30
6439,Canada,1958,America,M,66,60+
6441,United Kingdom,1999,Europe,F,25,19-30
6442,United Kingdom,1951,Europe,F,73,60+
6443,Belgium,1974,Europe,M,50,41-60
6444,United Kingdom,1999,Europe,F,25,19-30
6445,Netherlands,1964,Europe,M,60,41-60
6446,Sweden,1944,Europe,M,80,60+
6449,Belgium,1985,Europe,F,39,31-40
6450,United States,1946,America,F,78,60+
6452,Denmark,1966,Europe,M,58,41-60
6453,United States,1978,America,M,46,41-60
6454,Canada,1976,America,M,48,41-60
6456,Finland,1971,Europe,M,53,41-60
6458,Canada,1983,America,F,41,41-60
6459,United Kingdom,1972,Europe,M,52,41-60
6460,United Kingdom,1963,Europe,M,61,60+
6461,United Kingdom,1958,Europe,F,66,60+
6464,Canada,1971,America,F,53,41-60
6466,Denmark,2001,Europe,M,23,19-30
6467,United Kingdom,1954,Europe,M,70,60+
6468,Sweden,1943,Europe,M,81,60+
6472,Canada,1952,America,F,72,60+
6474,United Kingdom,2006,Europe,F,18,0-18
6475,United Kingdom,1978,Europe,M,46,41-60
6476,Spain,2004,Europe,M,20,19-30
6480,United Kingdom,2002,Europe,F,22,19-30
6482,United Kingdom,1973,Europe,F,51,41-60
6484,Finland,1958,Europe,F,66,60+
6486,Canada,1949,America,F,75,60+
6487,Norway,1972,Europe,F,52,41-60
6488,United States,1995,America,M,29,19-30
6490,Canada,1981,America,F,43,41-60
6496,United Kingdom,2006,Europe,M,18,0-18
6497,Finland,2007,Europe,M,17,0-18
6498,Israel,1953,Europe,F,71,60+
6499,Italy,1960,Europe,F,64,60+
6500,Canada,1986,America,M,38,31-40
6502,Finland,1945,Europe,F,79,60+
6504,Canada,1971,America,F,53,41-60
6508,Netherlands,2004,Europe,M,20,19-30
6512,Belgium,1960,Europe,M,64,60+
6513,Canada,1970,America,F,54,41-60
6514,France,1948,Europe,M,76,60+
6516,Canada,1966,America,F,58,41-60
6518,Germany,1970,Europe,M,54,41-60
6521,Belgium,1962,Europe,M,62,60+
6522,Canada,1967,America,F,57,41-60
6524,Norway,1950,Europe,F,74,60+
6526,United States,1945,America,F,79,60+
6528,Finland,1974,Europe,M,50,41-60
6529,Finland,1946,Europe,M,78,60+
6532,Finland,1979,Europe,F,45,41-60
6533,Finland,1999,Europe,M,25,19-30
6534,Switzerland,2001,Europe,M,23,19-30
6535,Israel,1955,Europe,F,69,60+
6536,Finland,2001,Europe,F,23,19-30
6537,Germany,1948,Europe,F,76,60+
6539,United Kingdom,2001,Europe,F,23,19-30
6540,Canada,1959,America,F,65,60+
6541,Canada,1970,America,F,54,41-60
6546,Spain,2002,Europe,M,22,19-30
6547,United Kingdom,1959,Europe,M,65,60+
6549,United Kingdom,1961,Europe,F,63,60+
6550,United States,1948,America,M,76,60+
6553,United Kingdom,2006,Europe,F,18,0-18
6554,Spain,1991,Europe,F,33,31-40
6556,United Kingdom,1950,Europe,F,74,60+
6557,Finland,2000,Europe,F,24,19-30
6558,Sweden,1976,Europe,F,48,41-60
6559,United States,1948,America,F,76,60+
6562,Finland,1959,Europe,F,65,60+
6564,Canada,1948,America,M,76,60+
6566,Norway,2004,Europe,M,20,19-30
6568,United Kingdom,2003,Europe,F,21,19-30
6570,Sweden,2001,Europe,F,23,19-30
6572,United States,1951,America,F,73,60+
6574,Norway,2005,Europe,F,19,19-30
6577,Canada,1960,America,F,64,60+
6578,Israel,1963,Europe,F,61,60+
6579,United States,1963,America,F,61,60+
6581,Germany,1987,Europe,F,37,31-40
6582,Denmark,1962,Europe,F,62,60+
6583,United Kingdom,1971,Europe,F,53,41-60
6585,Canada,1957,America,F,67,60+
6586,Finland,1967,Europe,F,57,41-60
6587,Canada,1951,America,F,73,60+
6589,Canada,1951,America,F,73,60+
6591,Switzerland,1995,Europe,M,29,19-30
6593,Canada,1961,America,M,63,60+
6595,Denmark,1970,Europe,M,54,41-60
6596,Italy,1960,Europe,F,64,60+
6598,Israel,1951,Europe,F,73,60+
6599,Spain,1963,Europe,F,61,60+
6601,Finland,1994,Europe,M,30,19-30
6603,Canada,2007,America,F,17,0-18
6604,United Kingdom,1965,Europe,F,59,41-60
6605,United States,1941,America,F,83,60+
6606,Canada,1970,America,M,54,41-60
6609,Israel,1953,Europe,F,71,60+
6613,Canada,1946,America,F,78,60+
6614,United Kingdom,1970,Europe,M,54,41-60
6615,Norway,1960,Europe,F,64,60+
6616,Canada,1968,America,M,56,41-60
6617,Belgium,1952,Europe,F,72,60+
6619,United Kingdom,1949,Europe,M,75,60+
6622,United States,2004,America,F,20,19-30
6623,Italy,1962,Europe,M,62,60+
6625,Finland,1971,Europe,F,53,41-60
6631,United States,2004,America,F,20,19-30
6633,Norway,1998,Europe,F,26,19-30
6634,Finland,1956,Europe,F,68,60+
