DW_OrderID,Sale Date,Quantity, Amount , Total_Discount ,DW_CustomerID
107179-15472,11/05/2021,1, $8.99 , $-   ,6749
107179-15473,28/10/2021,1, $8.99 , $-   ,1660
107179-15474,02/08/2021,1, $8.99 , $-   ,15253
107179-15475,12/10/2022,1, $8.99 , $-   ,2593
107179-15476,09/11/2023,1, $22.99 , $-   ,12754
107179-15477,28/09/2021,1, $22.99 , $-   ,50054
107179-15478,29/11/2023,1, $22.99 , $-   ,23371
107179-15479,15/03/2022,1, $8.99 , $-   ,4172
107179-15480,26/09/2021,1, $22.99 , $-   ,33013
107179-15481,06/10/2023,1, $8.99 , $-   ,18676
107179-15482,16/07/2023,2, $17.98 , $-   ,23225
107179-15483,10/03/2021,1, $8.99 , $-   ,43761
107179-15484,07/04/2021,1, $28.99 , $-   ,46316
107179-15485,24/02/2023,1, $9.50 , $-   ,26774
107179-15486,06/08/2021,1, $9.50 , $-   ,10967
107179-15487,07/03/2023,2, $19.00 , $-   ,16527
107179-15488,01/07/2022,1, $9.50 , $-   ,49218
107179-15489,01/05/2021,1, $9.50 , $-   ,35307
107179-15490,08/09/2022,1, $9.50 , $-   ,11688
107179-15491,14/06/2022,1, $9.50 , $-   ,7369
107179-15492,16/05/2023,1, $9.50 , $-   ,38829
107179-15493,25/12/2023,1, $8.55 , $0.95 ,3123
107179-15494,19/10/2022,1, $9.50 , $-   ,6414
107179-15495,05/05/2023,1, $9.50 , $-   ,14283
107179-15496,10/09/2021,1, $9.50 , $-   ,32752
107179-15497,14/02/2022,1, $9.50 , $-   ,1375
107179-15498,03/01/2022,1, $9.50 , $-   ,52581
107179-15499,16/07/2023,1, $9.50 , $-   ,31590
107179-15500,28/10/2021,2, $19.00 , $-   ,40960
107179-15501,16/06/2023,1, $8.99 , $-   ,3383
107179-15502,06/03/2021,1, $8.99 , $-   ,4118
107179-15503,20/03/2023,1, $8.99 , $-   ,37741
107179-15506,28/02/2021,1, $21.50 , $-   ,4926
107179-15507,21/11/2023,1, $8.99 , $-   ,18783
107179-15508,23/09/2022,1, $8.99 , $-   ,13096
107179-15509,12/10/2022,1, $12.50 , $-   ,11204
107179-15510,04/08/2021,1, $21.50 , $-   ,32434
107179-15511,10/11/2021,1, $8.99 , $-   ,29404
107179-15512,11/09/2022,1, $21.50 , $-   ,44545
107179-15513,25/07/2021,1, $21.50 , $-   ,38210
107179-15514,08/10/2021,1, $8.99 , $-   ,617
107179-15515,18/01/2021,1, $21.50 , $-   ,37283
107179-15516,27/06/2022,1, $21.50 , $-   ,29377
107179-15517,04/09/2022,1, $8.99 , $-   ,49326
107179-15518,06/03/2021,1, $21.50 , $-   ,452
107179-15519,08/11/2021,1, $21.50 , $-   ,17633
107179-15520,05/09/2022,1, $21.50 , $-   ,30493
107179-15521,16/02/2023,1, $8.99 , $-   ,32251
107179-15522,06/01/2022,1, $8.99 , $-   ,21757
107179-15523,18/10/2022,1, $12.50 , $-   ,2013
107179-15524,09/01/2021,1, $12.50 , $-   ,26099
107179-15525,25/07/2021,1, $8.99 , $-   ,41104
107179-15526,10/03/2023,1, $20.43 , $1.08 ,25820
107179-15527,27/12/2021,1, $8.99 , $-   ,30104
107179-15528,30/08/2021,1, $21.50 , $-   ,34043
107179-15529,02/12/2023,2, $43.00 , $-   ,29924
107179-15530,13/12/2022,1, $21.50 , $-   ,30899
107179-15531,09/02/2021,1, $12.50 , $-   ,50430
107179-15532,06/01/2022,1, $8.99 , $-   ,14555
107179-15533,14/04/2021,1, $8.99 , $-   ,16490
107179-15534,15/11/2022,1, $12.50 , $-   ,43642
107179-15535,31/10/2021,1, $21.50 , $-   ,10077
107179-15536,27/07/2023,1, $21.50 , $-   ,26789
107179-15537,29/05/2023,1, $12.50 , $-   ,27781
107179-15538,11/07/2023,2, $43.00 , $-   ,7948
107179-15539,29/10/2023,1, $21.50 , $-   ,40963
107179-15540,04/03/2021,1, $8.99 , $-   ,19960
107179-15541,07/11/2023,1, $21.50 , $-   ,51883
107179-15543,18/08/2022,1, $21.50 , $-   ,10989
107179-15544,21/10/2023,1, $21.50 , $-   ,5645
107179-15545,23/07/2023,1, $8.99 , $-   ,13510
107179-15546,31/01/2022,1, $12.50 , $-   ,48808
107179-15547,05/11/2023,1, $7.82 , $1.17 ,29017
107179-15548,13/01/2021,1, $20.43 , $1.08 ,33082
107179-15549,24/03/2022,1, $12.50 , $-   ,42922
107179-15550,04/12/2021,1, $8.99 , $-   ,48131
107179-15551,26/10/2021,1, $21.50 , $-   ,16346
107179-15552,15/07/2021,1, $21.50 , $-   ,9837
107179-15553,04/09/2022,2, $17.98 , $-   ,39258
107179-15554,24/03/2022,1, $20.43 , $1.08 ,17770
107179-15555,02/06/2021,1, $20.43 , $1.08 ,30091
107179-15556,13/03/2023,1, $8.99 , $-   ,29074
107179-15557,05/11/2021,1, $8.99 , $-   ,26821
107179-15558,30/12/2023,1, $12.50 , $-   ,34135
107179-15559,28/04/2023,1, $20.43 , $1.08 ,39787
107179-15560,31/12/2021,1, $21.50 , $-   ,5530
107179-15561,29/08/2023,1, $8.99 , $-   ,47600
107179-15562,11/07/2023,1, $20.43 , $1.08 ,15056
107179-15563,30/07/2021,1, $8.99 , $-   ,1773
107179-15564,24/10/2023,1, $8.99 , $-   ,32385
107179-15565,27/08/2022,1, $8.99 , $-   ,8077
107179-15566,27/07/2022,1, $11.99 , $-   ,48466
107179-15567,31/08/2023,1, $18.50 , $-   ,13211
107179-15568,21/05/2021,1, $11.99 , $-   ,19119
107179-15569,16/07/2022,1, $11.99 , $-   ,52662
107179-15570,16/12/2021,1, $11.99 , $-   ,30661
107179-15571,29/10/2022,1, $11.99 , $-   ,41543
107179-15572,18/11/2023,1, $11.99 , $-   ,27755
107179-15573,06/12/2021,2, $23.98 , $-   ,28404
107179-15574,12/12/2022,1, $11.99 , $-   ,30197
107179-15575,29/05/2021,1, $12.50 , $-   ,13679
107179-15576,16/08/2022,2, $11.98 , $-   ,33137
107179-15577,24/04/2022,2, $20.49 , $-   ,4067
107179-15578,01/11/2022,2, $21.49 , $-   ,43890
107179-15579,22/12/2022,2, $17.98 , $-   ,30034
107179-15580,17/10/2022,2, $31.98 , $-   ,14259
107179-15581,08/02/2021,2, $31.00 , $-   ,42767
107179-15582,03/12/2023,2, $30.49 , $-   ,43572
107179-15583,15/11/2022,2, $30.49 , $-   ,18266
107179-15584,14/06/2021,2, $43.00 , $-   ,15302
107179-15585,03/12/2022,1, $8.99 , $-   ,52087
107179-15586,10/02/2022,4, $30.47 , $-   ,24429
107179-15587,06/09/2021,3, $30.48 , $-   ,35968
107179-15746,28/02/2021,1, $20.39 , $3.60 ,10195
107180-15588,12/06/2023,1, $5.99 , $-   ,32199
107180-15589,29/09/2023,1, $7.99 , $-   ,49193
107180-15590,22/05/2023,1, $6.99 , $-   ,21457
107180-15591,11/12/2021,1, $6.99 , $-   ,32743
107180-15592,20/03/2021,1, $5.99 , $-   ,19676
107180-15593,15/09/2023,1, $7.99 , $-   ,33721
107180-15594,13/03/2022,1, $6.99 , $-   ,33388
107180-15595,16/12/2023,1, $8.99 , $-   ,24007
107180-15596,11/02/2022,1, $8.99 , $-   ,49749
107180-15597,20/05/2022,2, $13.98 , $-   ,10198
107180-15598,03/07/2021,1, $6.99 , $-   ,37534
107180-15599,16/02/2023,1, $8.99 , $-   ,1010
107180-15600,01/09/2023,1, $5.99 , $-   ,42789
107180-15601,26/05/2021,1, $5.99 , $-   ,24730
107180-15602,12/05/2023,1, $8.99 , $-   ,31804
107180-15603,05/07/2022,1, $8.99 , $-   ,16513
107180-15604,30/07/2022,2, $11.98 , $-   ,31248
107180-15605,07/12/2021,2, $15.98 , $-   ,8692
107180-15606,23/05/2023,1, $5.99 , $-   ,2626
107180-15607,16/08/2022,1, $5.99 , $-   ,5929
107180-15608,10/03/2021,1, $12.50 , $-   ,25518
107180-15609,19/11/2021,1, $27.99 , $-   ,40519
107180-15610,02/02/2021,2, $17.98 , $-   ,37195
107180-15611,15/01/2023,1, $12.50 , $-   ,36138
107180-15612,27/07/2022,1, $13.46 , $-   ,29678
107180-15613,21/11/2022,1, $8.99 , $-   ,12894
107180-15614,23/12/2021,1, $23.99 , $-   ,51575
107180-15615,04/10/2023,1, $12.50 , $-   ,34389
107180-15616,09/08/2021,1, $8.99 , $-   ,2653
107180-15617,20/03/2023,2, $25.00 , $-   ,25505
107180-15618,23/02/2022,1, $12.50 , $-   ,48489
107180-15619,08/09/2023,1, $12.50 , $-   ,12895
107180-15620,12/08/2021,1, $12.50 , $-   ,36855
107180-15621,03/07/2023,1, $29.99 , $-   ,47938
107180-15622,19/03/2022,1, $8.99 , $-   ,45117
107180-15623,02/03/2021,1, $8.99 , $-   ,50180
107180-15624,29/10/2021,1, $8.99 , $-   ,24377
107180-15625,04/07/2021,1, $22.99 , $-   ,25839
107180-15626,12/06/2023,1, $8.99 , $-   ,43631
107180-15627,06/03/2021,1, $8.99 , $-   ,28209
107180-15628,06/04/2022,1, $8.99 , $-   ,34670
107180-15629,16/01/2022,1, $8.99 , $-   ,9789
107180-15630,06/08/2022,1, $22.99 , $-   ,50282
107180-15631,16/03/2023,1, $8.99 , $-   ,40624
107180-15632,05/08/2021,1, $8.99 , $-   ,41496
107180-15633,22/12/2022,1, $8.99 , $-   ,34585
107180-15634,09/12/2023,1, $8.99 , $-   ,24654
107180-15635,28/10/2022,1, $22.99 , $-   ,23003
107180-15636,22/12/2022,1, $8.99 , $-   ,616
107180-15637,14/02/2022,1, $22.99 , $-   ,30793
107180-15638,16/05/2023,2, $17.98 , $-   ,12823
107180-15639,13/06/2023,1, $22.99 , $-   ,4864
107180-15640,10/08/2023,1, $8.99 , $-   ,43999
107180-15641,08/12/2021,1, $22.99 , $-   ,51245
107180-15642,23/09/2021,1, $22.99 , $-   ,14556
107180-15643,23/02/2021,1, $8.99 , $-   ,48635
107180-15644,22/10/2021,1, $9.50 , $-   ,12844
107180-15645,10/05/2023,1, $9.50 , $-   ,42155
107180-15646,07/07/2023,1, $8.55 , $0.95 ,2801
107180-15647,12/12/2021,1, $9.50 , $-   ,39117
107180-15648,18/12/2022,1, $9.50 , $-   ,39361
107180-15649,15/07/2023,1, $9.50 , $-   ,8732
107180-15650,25/08/2023,1, $8.27 , $1.24 ,26749
107180-15651,23/08/2023,1, $9.50 , $-   ,40333
107180-15652,26/02/2021,1, $9.50 , $-   ,42535
107180-15653,28/09/2022,2, $19.00 , $-   ,23672
107180-15654,15/03/2023,1, $8.55 , $0.95 ,866
107180-15655,28/12/2021,1, $9.50 , $-   ,46433
107180-15656,24/08/2021,1, $9.50 , $-   ,51428
107180-15657,07/03/2023,1, $8.99 , $-   ,37422
107180-15658,11/07/2021,1, $8.99 , $-   ,40960
107180-15659,22/03/2022,1, $8.99 , $-   ,25068
107180-15660,22/12/2023,1, $21.50 , $-   ,51405
107180-15661,14/07/2023,2, $43.00 , $-   ,26240
107180-15662,07/10/2022,1, $21.50 , $-   ,48281
107180-15663,17/05/2021,1, $8.99 , $-   ,981
107180-15664,15/08/2022,1, $20.43 , $1.08 ,46864
107180-15665,04/05/2021,1, $8.99 , $-   ,4118
107180-15666,04/07/2023,1, $12.50 , $-   ,36236
107180-15667,25/06/2022,2, $17.98 , $-   ,18558
107180-15668,24/03/2023,1, $8.99 , $-   ,52019
107180-15669,06/01/2023,1, $21.50 , $-   ,1614
107180-15670,07/04/2021,1, $20.43 , $1.08 ,34370
107180-15671,23/03/2022,1, $21.50 , $-   ,38153
107180-15672,01/05/2021,1, $8.99 , $-   ,48582
107180-15673,29/08/2022,1, $12.50 , $-   ,24798
107180-15674,15/09/2023,1, $8.99 , $-   ,4838
107180-15675,11/01/2021,1, $21.50 , $-   ,19115
107180-15676,07/07/2022,1, $8.99 , $-   ,35634
107180-15677,25/12/2023,1, $8.99 , $-   ,31881
107180-15678,02/09/2023,1, $21.50 , $-   ,37970
107180-15679,23/11/2022,1, $21.50 , $-   ,51276
107180-15680,24/03/2023,1, $8.99 , $-   ,19425
107180-15681,22/03/2021,1, $21.50 , $-   ,51848
107180-15682,17/05/2022,1, $8.99 , $-   ,5905
107180-15683,07/03/2021,1, $21.50 , $-   ,30468
107180-15684,17/05/2021,1, $12.50 , $-   ,21437
107180-15685,26/10/2022,1, $8.99 , $-   ,26625
107180-15686,13/12/2022,1, $8.99 , $-   ,53104
107180-15687,17/06/2023,1, $8.99 , $-   ,17607
107180-15688,09/06/2021,1, $20.43 , $1.08 ,31636
107180-15689,10/06/2023,1, $21.50 , $-   ,18356
107180-15690,17/09/2022,1, $21.50 , $-   ,52549
107180-15691,06/02/2021,1, $12.50 , $-   ,39577
107180-15692,13/06/2022,1, $8.99 , $-   ,53256
107180-15693,28/03/2023,1, $8.99 , $-   ,10424
107180-15694,15/06/2021,1, $8.99 , $-   ,44402
107180-15695,02/10/2021,1, $21.50 , $-   ,30981
107180-15696,15/08/2023,1, $21.50 , $-   ,16625
107180-15697,13/08/2023,1, $8.99 , $-   ,34842
107180-15698,22/10/2023,1, $21.50 , $-   ,4245
107180-15699,30/12/2021,1, $23.99 , $-   ,14344
107180-15700,22/04/2023,1, $20.43 , $1.08 ,21045
107180-15701,29/10/2021,2, $43.00 , $-   ,6274
107180-15702,17/09/2023,1, $11.99 , $-   ,33710
107180-15703,30/06/2022,1, $11.99 , $-   ,25873
107180-15704,03/12/2023,1, $11.99 , $-   ,28425
107180-15705,14/08/2022,1, $18.50 , $-   ,38767
107180-15706,20/10/2021,1, $11.99 , $-   ,46205
107180-15707,08/02/2023,1, $11.99 , $-   ,41459
107180-15708,06/02/2022,1, $11.99 , $-   ,10963
107180-15709,07/12/2023,1, $11.99 , $-   ,14987
107180-15710,08/09/2022,3, $23.97 , $-   ,33127
107180-15711,27/09/2021,2, $31.98 , $-   ,11168
107180-15712,17/12/2023,2, $17.98 , $-   ,44909
107180-15713,28/07/2022,2, $17.98 , $-   ,17303
107180-15714,29/06/2021,2, $31.00 , $-   ,45107
107180-15715,09/12/2023,2, $30.49 , $-   ,26058
107180-15716,23/08/2021,2, $21.49 , $-   ,49779
107180-15717,24/02/2021,2, $17.98 , $-   ,14872
107180-15718,02/07/2021,2, $17.98 , $-   ,21539
107180-15719,18/01/2023,2, $45.49 , $-   ,8621
107180-15720,22/12/2023,2, $25.45 , $-   ,29797
107180-15721,27/01/2022,5, $51.42 , $-   ,21005
107180-15722,24/07/2022,3, $26.97 , $-   ,23037
107181-15723,28/10/2023,1, $5.99 , $-   ,16677
107181-15724,14/11/2021,2, $17.98 , $-   ,16584
107181-15725,04/05/2021,1, $6.99 , $-   ,13622
107181-15726,22/01/2021,2, $17.98 , $-   ,623
107181-15727,16/06/2022,1, $7.99 , $-   ,45484
107181-15728,24/04/2022,1, $5.99 , $-   ,35469
107181-15729,28/01/2023,1, $6.99 , $-   ,42747
107181-15730,14/11/2022,1, $5.99 , $-   ,20191
107181-15731,05/01/2022,1, $5.99 , $-   ,41019
107181-15732,23/12/2022,1, $7.99 , $-   ,13748
107181-15733,11/03/2022,1, $7.99 , $-   ,37364
107181-15734,17/10/2022,1, $6.99 , $-   ,22047
107181-15735,03/04/2021,1, $5.99 , $-   ,19934
107181-15736,29/01/2021,1, $7.99 , $-   ,4692
107181-15737,03/10/2023,1, $8.99 , $-   ,34307
107181-15738,10/11/2021,1, $6.99 , $-   ,3824
107181-15739,14/10/2021,1, $12.50 , $-   ,47730
107181-15740,14/04/2023,1, $20.39 , $3.60 ,39925
107181-15741,24/04/2021,1, $8.99 , $-   ,33019
107181-15742,13/04/2023,1, $35.84 , $-   ,37904
107181-15743,15/02/2021,2, $47.98 , $-   ,50570
107181-15744,29/01/2023,1, $12.50 , $-   ,36095
107181-15745,22/06/2022,1, $12.50 , $-   ,35957
107181-15747,08/01/2023,1, $8.99 , $-   ,9117
107181-15748,28/02/2022,1, $8.99 , $-   ,31065
107181-15749,12/04/2022,1, $8.99 , $-   ,33353
107181-15750,21/09/2022,1, $22.99 , $-   ,16799
107181-15751,12/05/2021,1, $22.99 , $-   ,15106
107181-15752,04/10/2021,1, $8.99 , $-   ,23361
107181-15753,09/04/2023,1, $8.99 , $-   ,5644
107181-15754,09/09/2023,1, $8.99 , $-   ,48017
107181-15755,08/08/2021,1, $8.99 , $-   ,51592
107181-15756,25/08/2021,1, $8.99 , $-   ,43689
107181-15757,18/07/2023,1, $8.99 , $-   ,4178
107181-15758,06/11/2021,1, $22.99 , $-   ,8857
107181-15759,22/06/2023,1, $8.99 , $-   ,50473
107181-15760,21/07/2022,1, $22.99 , $-   ,9944
107181-15761,24/07/2023,1, $22.99 , $-   ,6149
107181-15762,20/05/2022,1, $8.99 , $-   ,37243
107181-15763,29/10/2023,1, $22.99 , $-   ,11179
107181-15764,02/01/2023,1, $8.99 , $-   ,46450
107181-15765,10/02/2021,1, $8.99 , $-   ,52301
107181-15766,10/08/2021,1, $8.99 , $-   ,32527
107181-15767,03/09/2023,1, $8.99 , $-   ,43481
107181-15768,03/02/2022,1, $8.99 , $-   ,53356
107181-15769,06/05/2021,1, $8.99 , $-   ,52470
107181-15770,16/05/2022,1, $8.99 , $-   ,25321
107181-15771,18/12/2022,1, $22.99 , $-   ,1951
107181-15772,24/04/2023,1, $22.99 , $-   ,6043
107181-15773,21/06/2021,1, $32.99 , $-   ,38830
107181-15774,20/03/2021,1, $9.50 , $-   ,45589
107181-15775,22/11/2023,1, $9.50 , $-   ,29857
107181-15776,01/07/2022,1, $9.50 , $-   ,20229
107181-15777,05/03/2022,1, $9.50 , $-   ,19791
107181-15778,24/04/2021,1, $9.50 , $-   ,8831
107181-15779,07/03/2021,2, $19.00 , $-   ,15025
107181-15780,07/11/2022,1, $9.50 , $-   ,51921
107181-15781,13/05/2021,1, $9.50 , $-   ,11184
107181-15782,02/08/2021,1, $9.50 , $-   ,27359
107181-15783,18/03/2021,1, $9.50 , $-   ,26094
107181-15784,27/02/2023,1, $9.50 , $-   ,50096
107181-15785,30/07/2021,1, $9.50 , $-   ,11133
107181-15786,06/12/2022,1, $9.50 , $-   ,14704
107181-15787,13/05/2021,1, $8.55 , $0.95 ,27436
107181-15788,29/11/2021,1, $8.99 , $-   ,36643
107181-15789,02/06/2022,1, $8.99 , $-   ,26807
107181-15790,22/12/2021,1, $8.99 , $-   ,40612
107181-15791,26/06/2023,1, $21.50 , $-   ,24090
107181-15792,03/07/2023,1, $8.99 , $-   ,43807
107181-15793,06/07/2021,1, $8.99 , $-   ,15837
107181-15794,22/03/2023,1, $21.50 , $-   ,13456
107181-15795,13/08/2023,2, $43.00 , $-   ,23203
107181-15796,13/04/2021,1, $8.99 , $-   ,21881
107181-15797,12/04/2021,1, $8.99 , $-   ,11678
107181-15798,11/04/2022,1, $21.50 , $-   ,40410
107181-15799,21/08/2022,1, $8.99 , $-   ,35084
107181-15800,07/02/2022,2, $25.00 , $-   ,35084
107181-15801,15/07/2023,1, $12.50 , $-   ,2946
107181-15802,13/01/2023,1, $8.99 , $-   ,33865
107181-15803,19/08/2022,1, $20.43 , $1.08 ,19271
107181-15804,18/04/2023,1, $21.50 , $-   ,31580
107181-15805,18/11/2022,2, $17.98 , $-   ,7697
107181-15806,31/12/2022,1, $21.50 , $-   ,27669
107181-15807,09/12/2023,1, $8.99 , $-   ,18168
107181-15808,24/07/2023,1, $8.99 , $-   ,16537
107181-15809,18/10/2023,1, $8.99 , $-   ,19368
107181-15810,25/05/2022,1, $20.43 , $1.08 ,45223
107181-15811,14/06/2021,1, $8.99 , $-   ,53330
107181-15812,02/04/2021,1, $8.99 , $-   ,29018
107181-15813,07/12/2022,1, $20.43 , $1.08 ,36651
107181-15814,08/03/2022,1, $8.99 , $-   ,14695
107181-15815,03/12/2023,1, $8.99 , $-   ,52878
107181-15816,07/12/2023,1, $12.50 , $-   ,7010
107181-15817,13/10/2021,1, $21.50 , $-   ,10095
107181-15818,13/07/2022,1, $12.50 , $-   ,37389
107181-15819,15/02/2021,1, $20.43 , $1.08 ,24960
107181-15820,27/06/2022,1, $21.50 , $-   ,24673
107181-15821,08/05/2023,1, $21.50 , $-   ,45436
107181-15822,25/02/2021,1, $8.99 , $-   ,47245
107181-15823,10/02/2023,1, $12.50 , $-   ,43054
107181-15824,08/01/2022,1, $21.50 , $-   ,50332
107181-15825,11/10/2022,1, $20.43 , $1.08 ,39235
107181-15826,02/08/2022,1, $21.50 , $-   ,42431
107181-15827,25/05/2021,2, $17.98 , $-   ,43593
107181-15828,16/02/2021,1, $21.50 , $-   ,39253
107181-15829,01/12/2023,1, $21.50 , $-   ,41037
107181-15830,21/03/2021,1, $12.50 , $-   ,19917
107181-15831,10/08/2022,1, $11.99 , $-   ,38098
107181-15832,12/10/2022,1, $11.99 , $-   ,28985
107181-15833,01/10/2022,1, $11.99 , $-   ,16737
107181-15834,27/02/2023,1, $11.99 , $-   ,25179
107181-15835,24/04/2021,1, $11.99 , $-   ,27718
107181-15836,11/03/2022,1, $11.99 , $-   ,17082
107181-15837,05/08/2023,1, $11.99 , $-   ,4013
107181-15838,16/12/2021,1, $11.99 , $-   ,42631
107181-15839,29/10/2021,1, $18.50 , $-   ,33588
107181-15840,20/09/2022,1, $11.99 , $-   ,40222
107181-15841,12/08/2021,1, $11.99 , $-   ,17270
107181-15842,06/01/2021,3, $24.97 , $-   ,2198
107181-15843,15/07/2021,2, $14.98 , $-   ,46289
107181-15844,22/08/2021,3, $30.48 , $-   ,23566
107181-15845,03/09/2022,2, $32.49 , $-   ,26430
107181-15846,22/05/2021,3, $26.60 , $1.90 ,44082
107181-15847,26/05/2021,3, $46.50 , $-   ,2393
107181-15848,20/03/2022,2, $30.49 , $-   ,41996
107181-15849,10/08/2023,2, $17.98 , $-   ,5819
107181-15850,04/11/2023,2, $20.98 , $-   ,25423
107181-15851,20/01/2023,4, $47.98 , $-   ,51163
107181-15852,04/04/2021,5, $45.97 , $-   ,31655
107181-15853,15/08/2022,3, $27.48 , $-   ,26156
107181-15854,21/07/2022,2, $18.49 , $-   ,13332
107181-15855,22/10/2022,3, $27.48 , $-   ,20717
107181-15998,10/07/2023,1, $20.39 , $3.60 ,31425
107182-15856,08/04/2023,1, $6.99 , $-   ,17824
107182-15857,07/04/2023,1, $8.99 , $-   ,32435
107182-15858,20/08/2022,1, $7.99 , $-   ,49831
107182-15859,05/12/2022,1, $8.99 , $-   ,34834
107182-15860,17/03/2021,2, $11.98 , $-   ,51379
107182-15861,30/12/2023,1, $5.99 , $-   ,10820
107182-15862,20/01/2023,1, $5.99 , $-   ,11986
107182-15863,26/10/2021,1, $5.99 , $-   ,10418
107182-15864,28/07/2021,1, $5.99 , $-   ,405
107182-15865,05/07/2022,1, $5.99 , $-   ,43692
107182-15866,24/09/2023,1, $5.99 , $-   ,52136
107182-15867,23/09/2021,1, $10.99 , $-   ,38066
107182-15868,05/08/2022,1, $13.46 , $-   ,18186
107182-15869,04/10/2021,1, $8.99 , $-   ,16599
107182-15870,13/01/2023,1, $12.50 , $-   ,34737
107182-15871,03/10/2021,1, $12.50 , $-   ,27517
107182-15872,10/09/2023,1, $12.50 , $-   ,13282
107182-15873,07/10/2023,1, $8.99 , $-   ,18957
107182-15874,29/03/2021,1, $27.99 , $-   ,41754
107182-15875,15/03/2022,1, $12.50 , $-   ,31816
107182-15876,02/01/2021,1, $13.46 , $-   ,50858
107182-15877,05/06/2021,1, $8.99 , $-   ,46666
107182-15878,26/07/2021,1, $8.99 , $-   ,5051
107182-15879,20/09/2022,2, $17.98 , $-   ,49539
107182-15880,02/03/2022,1, $22.99 , $-   ,48441
107182-15881,24/06/2021,1, $8.99 , $-   ,51795
107182-15882,17/08/2021,2, $17.98 , $-   ,52549
107182-15883,23/04/2022,1, $8.99 , $-   ,5423
107182-15884,07/11/2021,1, $8.99 , $-   ,15394
107182-15885,17/04/2022,1, $8.99 , $-   ,25600
107182-15886,15/03/2021,1, $22.99 , $-   ,34798
107182-15887,31/08/2022,1, $8.99 , $-   ,22510
107182-15888,08/06/2023,1, $8.99 , $-   ,48422
107182-15889,02/11/2023,2, $17.98 , $-   ,17621
107182-15890,13/04/2022,1, $22.99 , $-   ,33025
107182-15891,06/02/2021,1, $32.99 , $-   ,45840
107182-15892,21/09/2023,1, $9.50 , $-   ,8775
107182-15893,20/11/2022,1, $9.50 , $-   ,40834
107182-15894,08/02/2023,1, $9.50 , $-   ,21647
107182-15895,27/02/2022,1, $9.50 , $-   ,25044
107182-15896,28/02/2021,1, $9.50 , $-   ,25174
107182-15897,07/03/2021,1, $9.50 , $-   ,31007
107182-15898,24/09/2023,2, $19.00 , $-   ,31177
107182-15899,28/05/2022,2, $19.00 , $-   ,28868
107182-15900,21/09/2021,1, $9.50 , $-   ,35726
107182-15901,10/12/2021,1, $8.55 , $0.95 ,34143
107182-15902,16/05/2023,1, $9.50 , $-   ,5241
107182-15903,13/02/2023,1, $9.50 , $-   ,6003
107182-15904,04/09/2021,1, $9.50 , $-   ,41643
107182-15905,25/01/2022,1, $9.50 , $-   ,48114
107182-15906,01/11/2022,1, $9.50 , $-   ,42849
107182-15907,06/07/2023,1, $9.50 , $-   ,34944
107182-15908,27/10/2022,1, $8.99 , $-   ,33168
107182-15909,12/05/2023,1, $21.50 , $-   ,43581
107182-15910,31/03/2023,1, $21.50 , $-   ,5269
107182-15911,12/07/2021,1, $20.43 , $1.08 ,43356
107182-15912,14/01/2022,1, $8.99 , $-   ,16605
107182-15913,25/01/2021,2, $17.98 , $-   ,40705
107182-15914,16/03/2021,1, $8.99 , $-   ,18856
107182-15915,19/02/2021,1, $21.50 , $-   ,28595
107182-15916,08/04/2023,1, $8.99 , $-   ,28508
107182-15917,21/02/2023,1, $8.99 , $-   ,14355
107182-15918,01/06/2021,1, $8.99 , $-   ,29787
107182-15919,29/05/2022,1, $21.50 , $-   ,10275
107182-15920,06/03/2021,1, $21.50 , $-   ,43960
107182-15921,01/04/2022,1, $21.50 , $-   ,37724
107182-15922,07/04/2021,1, $21.50 , $-   ,36695
107182-15923,25/08/2022,1, $8.99 , $-   ,1631
107182-15924,17/04/2022,1, $8.99 , $-   ,32094
107182-15925,06/04/2022,1, $8.99 , $-   ,17624
107182-15926,29/03/2021,1, $20.43 , $1.08 ,38473
107182-15927,03/10/2021,1, $8.99 , $-   ,36509
107182-15928,14/11/2023,1, $21.50 , $-   ,30124
107182-15929,19/03/2023,1, $8.99 , $-   ,18197
107182-15930,15/08/2021,1, $21.50 , $-   ,51928
107182-15931,25/07/2023,1, $21.50 , $-   ,3887
107182-15932,09/11/2023,1, $12.50 , $-   ,10227
107182-15933,31/10/2022,1, $21.50 , $-   ,53289
107182-15934,04/05/2023,1, $20.43 , $1.08 ,31367
107182-15935,13/11/2021,1, $21.50 , $-   ,23209
107182-15936,02/08/2023,2, $25.00 , $-   ,18308
107182-15937,12/01/2022,1, $20.43 , $1.08 ,33746
107182-15938,25/05/2022,1, $21.50 , $-   ,6905
107182-15939,11/03/2021,1, $20.43 , $1.08 ,22787
107182-15940,06/04/2022,1, $8.99 , $-   ,43002
107182-15941,06/05/2021,1, $20.43 , $1.08 ,34468
107182-15942,04/02/2022,1, $21.50 , $-   ,28230
107182-15943,05/02/2021,1, $8.99 , $-   ,3565
107182-15944,01/08/2021,1, $21.50 , $-   ,18272
107182-15945,03/02/2021,2, $43.00 , $-   ,7388
107182-15946,02/07/2022,1, $12.50 , $-   ,30654
107182-15947,02/06/2022,1, $8.99 , $-   ,31666
107182-15948,30/09/2022,1, $8.99 , $-   ,47743
107182-15949,22/08/2022,1, $12.50 , $-   ,42372
107182-15950,28/11/2023,1, $8.99 , $-   ,50898
107182-15951,18/08/2021,1, $11.99 , $-   ,17962
107182-15952,16/12/2021,1, $11.99 , $-   ,27422
